../all/train_v2/00003e153.jpg,707,330,732,355,0
../all/train_v2/0001124c7.jpg,45,644,70,669,0
../all/train_v2/000155de5.jpg,466,344,546,447,1
../all/train_v2/0001b1832.jpg,469,264,494,289,0
../all/train_v2/000194a2d.jpg,288,469,355,491,378,67,434,84,175,258,224,305,387,72,435,78,179,331,243,369,1
../all/train_v2/00021ddc3.jpg,741,140,767,177,733,131,767,167,711,96,765,111,716,96,767,106,662,195,713,200,630,181,686,186,706,98,760,111,709,112,761,120,756,123,767,135,1
../all/train_v2/0002d0f32.jpg,741,167,766,192,0
../all/train_v2/000303d4d.jpg,485,449,510,474,0
../all/train_v2/0002756f7.jpg,37,333,109,350,42,324,113,344,1
../all/train_v2/00052ed46.jpg,288,106,313,131,0
../all/train_v2/00031f145.jpg,125,443,191,471,1
../all/train_v2/000532683.jpg,461,597,509,603,757,738,767,746,1
../all/train_v2/00057a50d.jpg,19,313,44,338,0
../all/train_v2/000592296.jpg,137,539,162,564,0
../all/train_v2/00053c6ba.jpg,125,736,184,751,1
../all/train_v2/0005d01c8.jpg,599,72,767,236,253,476,356,555,1
../all/train_v2/0005d6d95.jpg,172,345,235,366,1
../all/train_v2/0007b8229.jpg,276,625,301,650,0
../all/train_v2/000805313.jpg,546,424,571,449,0
../all/train_v2/000811bb6.jpg,132,711,157,736,0
../all/train_v2/0008d6216.jpg,198,687,223,712,0
../all/train_v2/000913daf.jpg,167,278,192,303,0
../all/train_v2/000952d51.jpg,66,475,91,500,0
../all/train_v2/000969125.jpg,135,34,160,59,0
../all/train_v2/0009a46e1.jpg,538,258,563,283,0
../all/train_v2/000a4d4fd.jpg,491,285,516,310,0
../all/train_v2/000aed819.jpg,467,17,492,42,0
../all/train_v2/000baef0c.jpg,677,595,702,620,0
../all/train_v2/000bd9ac4.jpg,555,604,580,629,0
../all/train_v2/000c150b0.jpg,285,459,310,484,0
../all/train_v2/000c34352.jpg,428,394,453,419,0
../all/train_v2/000d26c17.jpg,205,185,230,210,0
../all/train_v2/0006c52e8.jpg,198,190,496,406,1
../all/train_v2/000db3e62.jpg,336,169,361,194,0
../all/train_v2/000e37fc6.jpg,598,732,623,757,0
../all/train_v2/000d42241.jpg,584,480,636,487,1
../all/train_v2/000e64855.jpg,23,398,48,423,0
../all/train_v2/000f1f959.jpg,65,596,90,621,0
../all/train_v2/000f7e728.jpg,735,50,760,75,0
